INPUT:sent1;INPUT:sent2;INPUT:premise;INPUT:question;OUTPUT:variant;HINT:text;ASSIGNMENT:assignment_id;ASSIGNMENT:task_suite_id;ASSIGNMENT:worker_id;ASSIGNMENT:status;ASSIGNMENT:started
Я искал мелочь.;Я убирал гостиную.;Я перевернул диванные подушки.;Что стало причиной этого?;0;;0000b4a8a2--5e707ef8a219390127500d44;0000b4a8a2--5e707d5a1fcfde011aac08f2;489ee55c055fbb8036837db4bb394745;APPROVED;2020-03-17T07:40:40.795
Мальчик убежал.;Мальчик сорвал цветок.;Оса полетела в сторону мальчика.;Что случилось в результате?;0;;0000b4a8a2--5e707ef8a219390127500d44;0000b4a8a2--5e707d5a1fcfde011aac08f2;489ee55c055fbb8036837db4bb394745;APPROVED;2020-03-17T07:40:40.795
Я перевернул бутылку.;Я открутил крышку.;Бутылка газировки зашипела.;Что стало причиной этого?;1;;0000b4a8a2--5e707ef91de93a011fc880e7;0000b4a8a2--5e707d5a1fcfde011aac091a;225538c3efba9a65820de451b7a14c7e;APPROVED;2020-03-17T07:40:41.657
Он ускользнул через открытое окно.;Он выбрался на крышу.;Мальчика заперли дома.;Что случилось в результате?;0;;0000b4a8a2--5e707ef91de93a011fc880e7;0000b4a8a2--5e707d5a1fcfde011aac091a;225538c3efba9a65820de451b7a14c7e;APPROVED;2020-03-17T07:40:41.657
Посетитель постучал молотком в дверь.;Женщина выглянула наружу через замочную скважину.;Раздался звонок в дверь.;Что случилось в результате?;1;;0000b4a8a2--5e707ef91de93a011fc880e7;0000b4a8a2--5e707d5a1fcfde011aac091a;225538c3efba9a65820de451b7a14c7e;APPROVED;2020-03-17T07:40:41.657
Он отнёс костюм в химчистку.;Он повесил костюм в шкаф;Мужчина поставил пятно на свой костюм.;Что случилось в результате?;0;;0000b4a8a2--5e707ef91de93a011fc880e7;0000b4a8a2--5e707d5a1fcfde011aac091a;225538c3efba9a65820de451b7a14c7e;APPROVED;2020-03-17T07:40:41.657
Зубная паста выползла из тюбика.;Девушка выплюнула зубную пасту.;Девушка надавила на тюбик зубной пасты.;Что случилось в результате?;0;;0000b4a8a2--5e707ef91de93a011fc880e7;0000b4a8a2--5e707d5a1fcfde011aac091a;225538c3efba9a65820de451b7a14c7e;APPROVED;2020-03-17T07:40:41.657
Его почки плохо работают.;Его легкие перегружены.;Человек громко дышит.;Что стало причиной этого?;1;;0000b4a8a2--5e707ef99bef5601280ea2bb;0000b4a8a2--5e707d5a1fcfde011aac08ee;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:40:41.303
Я спросил моего друга, как мне проехать туда.;Я спросил моего друга, хочет ли он поехать.;У меня был лишний билет на концерт.;Что случилось в результате?;1;;0000b4a8a2--5e707ef99bef5601280ea2bb;0000b4a8a2--5e707d5a1fcfde011aac08ee;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:40:41.303
Я принёс одеяла.;Я открыл окна.;Кондиционер в доме сломался.;Что случилось в результате?;1;;0000b4a8a2--5e707ef99bef5601280ea2bb;0000b4a8a2--5e707d5a1fcfde011aac08ee;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:40:41.303
Его рюкзак был открыт.;Его рюкзак был слишком тяжёл.;У мальчика болела спина.;Что стало причиной этого?;1;;0000b4a8a2--5e707ef99bef5601280ea2bb;0000b4a8a2--5e707d5a1fcfde011aac08ee;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:40:41.303
Я испекла ей торт.;Это был её день рождения.;Я купила маме подарок.;Что стало причиной этого?;1;;0000b4a8a2--5e707ef99bef5601280ea2bb;0000b4a8a2--5e707d5a1fcfde011aac08ee;0911cb7c42db62f52ac88826222101fc;APPROVED;2020-03-17T07:40:41.303
Она тянула носок.;Она подвернула лодыжку.;Балерина порвала связки.;Что стало причиной этого?;1;;0000b4a8a2--5e707efcd44ef1012bc1341e;0000b4a8a2--5e707d5a1fcfde011aac08fd;e66404e39820fee911c40751b2bd96db;APPROVED;2020-03-17T07:40:44.960
Он научился завязывать их.;Он бегал на детской площадке.;У ребёнка развязались шнурки.;Что стало причиной этого?;1;;0000b4a8a2--5e707efcd44ef1012bc1341e;0000b4a8a2--5e707d5a1fcfde011aac08fd;e66404e39820fee911c40751b2bd96db;APPROVED;2020-03-17T07:40:44.960
Я вернул книгу.;Я потерял счёт времени.;Книга увлекла меня.;Что случилось в результате?;1;;0000b4a8a2--5e707efcd44ef1012bc1341e;0000b4a8a2--5e707d5a1fcfde011aac08fd;e66404e39820fee911c40751b2bd96db;APPROVED;2020-03-17T07:40:44.960
Его родители повлияли на него.;Его родители отреклись от него.;Мужчина приобрёл такие же убеждения, как у его родителей.;Что стало причиной этого?;0;;0000b4a8a2--5e707efcd44ef1012bc1341e;0000b4a8a2--5e707d5a1fcfde011aac08fd;e66404e39820fee911c40751b2bd96db;APPROVED;2020-03-17T07:40:44.960
Кончился бензин.;Водитель заснул.;Машина ехала всё медленнее и наконец остановилась.;Что стало причиной этого?;0;;0000b4a8a2--5e707efcd44ef1012bc1341e;0000b4a8a2--5e707d5a1fcfde011aac08fd;e66404e39820fee911c40751b2bd96db;APPROVED;2020-03-17T07:40:44.960
Сегодня у меня болят мышцы.;Сегодня у меня болит горло.;Вчера у меня была тренировка в зале.;Что случилось в результате?;0;;0000b4a8a2--5e707efd9ca47b01255fe9fd;0000b4a8a2--5e707d5a1fcfde011aac0903;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:40:45.085
Другие студенты сели за стол обедать.;Другие студенты за столом чувствовали себя обделёнными.;За общим столом студентка шепталась с ближайшими соседями.;Что случилось в результате?;1;;0000b4a8a2--5e707efd9ca47b01255fe9fd;0000b4a8a2--5e707d5a1fcfde011aac0903;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:40:45.085
Её подбросило в воздух.;Она решила сделать сальто.;Девочка прыгнула на батут.;Что случилось в результате?;1;;0000b4a8a2--5e707efd9ca47b01255fe9fd;0000b4a8a2--5e707d5a1fcfde011aac0903;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:40:45.085
Почта доставила письмо.;Почта ускорила доставку письма.;Я опустил письмо в почтовый ящик.;Что случилось в результате?;1;;0000b4a8a2--5e707efd9ca47b01255fe9fd;0000b4a8a2--5e707d5a1fcfde011aac0903;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:40:45.085
Он поставил все свои деньги.;Он ушёл домой расстроенным.;Картёжник был уверен.;Что случилось в результате?;0;;0000b4a8a2--5e707efd9ca47b01255fe9fd;0000b4a8a2--5e707d5a1fcfde011aac0903;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:40:45.085
Она бежала по террасе у бассейна.;Она спрыгнула с трамплина.;Девушка нырнула в бассейн.;Что стало причиной этого?;1;;0000b4a8a2--5e707eff32ecfe0128be7d74;0000b4a8a2--5e707d5a1fcfde011aac093d;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:40:47.021
Это был день премьеры фильма.;Фильм получил плохие отзывы.;Билеты в кино были распроданы.;Что стало причиной этого?;0;;0000b4a8a2--5e707eff32ecfe0128be7d74;0000b4a8a2--5e707d5a1fcfde011aac093d;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:40:47.021
Люди изолировали его.;Люди хвалили его.;Человек потерял вес.;Что случилось в результате?;1;;0000b4a8a2--5e707eff32ecfe0128be7d74;0000b4a8a2--5e707d5a1fcfde011aac093d;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:40:47.021
Она писала письмо.;Она забралась вверх по верёвке.;Руки девушки покрылись волдырями.;Что стало причиной этого?;1;;0000b4a8a2--5e707eff32ecfe0128be7d74;0000b4a8a2--5e707d5a1fcfde011aac093d;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:40:47.021
Зрители закричали в изумлении.;Акробат качнулся на трапеции.;Этот циркач жонглировал во время езды на одноколёсном велосипеде.;Что случилось в результате?;0;;0000b4a8a2--5e707eff32ecfe0128be7d74;0000b4a8a2--5e707d5a1fcfde011aac093d;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:40:47.021
Мороженое потеряло аромат.;Мороженое стало таять.;Человек ел мороженое на солнце.;Что случилось в результате?;1;;0000b4a8a2--5e707f00125ee10125da1a44;0000b4a8a2--5e707d5a1fcfde011aac08fc;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:40:48.425
Ковёр выглядел грязным.;Стены выглядели голыми.;Я повесил в комнате картину.;Что стало причиной этого?;1;;0000b4a8a2--5e707f00125ee10125da1a44;0000b4a8a2--5e707d5a1fcfde011aac08fc;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:40:48.425
У меня болела голова.;Мой босс назначил совещание.;Я ушел с работы пораньше.;Что стало причиной этого?;0;;0000b4a8a2--5e707f00125ee10125da1a44;0000b4a8a2--5e707d5a1fcfde011aac08fc;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:40:48.425
Хозяин отругал щенка.;Хозяин дал щенку лакомство.;Щенок испачкал ковёр.;Что случилось в результате?;0;;0000b4a8a2--5e707f00125ee10125da1a44;0000b4a8a2--5e707d5a1fcfde011aac08fc;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:40:48.425
Подруга простила меня.;Подруга рассвирепела.;Я извинился перед моей подругой.;Что случилось в результате?;0;;0000b4a8a2--5e707f00125ee10125da1a44;0000b4a8a2--5e707d5a1fcfde011aac08fc;b1a948b6b490e6f554796adfc1985357;APPROVED;2020-03-17T07:40:48.425
На главной дороге произошло ДТП.;Он следовал за впереди идущим грузовиком.;Водитель поехал в объезд.;Что стало причиной этого?;0;;0000b4a8a2--5e707f02f23b9201282c2ebd;0000b4a8a2--5e707d5a1fcfde011aac0922;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:40:50.167
Бельё сушится.;Постельное бельё в пятнах.;Я развесила мокрое бельё на верёвках на улице.;Что случилось в результате?;0;;0000b4a8a2--5e707f02f23b9201282c2ebd;0000b4a8a2--5e707d5a1fcfde011aac0922;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:40:50.167
Солнечный свет был ярок.;Она поймала такси.;Женщина надела солнцезащитные очки.;Что стало причиной этого?;0;;0000b4a8a2--5e707f02f23b9201282c2ebd;0000b4a8a2--5e707d5a1fcfde011aac0922;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:40:50.167
Он захотел, чтобы сейчас было лето.;Он думал, что оно красиво.;Мужчина смотрел на ночное небо.;Что стало причиной этого?;1;;0000b4a8a2--5e707f02f23b9201282c2ebd;0000b4a8a2--5e707d5a1fcfde011aac0922;e42c279b9fe9ef53df9c39e986b9e6db;APPROVED;2020-03-17T07:40:50.167
